LogSource,ClassificationType,ClassificationName
Microsoft Event Log for XP/2000/2003 - Application,Security/Failed Activity,Failed Activity
Microsoft Event Log for XP/2000/2003 - Application,Security/Failed Malware,Failed Malware
Microsoft Event Log for XP/2000/2003 - Application,Security/Malware,Malware
Microsoft Event Log for XP/2000/2003 - Application,Security/Reconnaissance,Reconnaissance
Microsoft Event Log for XP/2000/2003 - BioPassword,Audit/Account Modified,Account Modified
Microsoft Event Log for XP/2000/2003 - BioPassword,Audit/Authentication Failure,Authentication Failure
Microsoft Event Log for XP/2000/2003 - BioPassword,Audit/Authentication Success,Authentication Success
Microsoft Event Log for XP/2000/2003 - BioPassword,Audit/Other Audit Failure,Other Audit Failure
Microsoft Event Log for XP/2000/2003 - BioPassword,Ops/Critical,Critical
Microsoft Event Log for XP/2000/2003 - BioPassword,Ops/Error,Error
Microsoft Event Log for XP/2000/2003 - BioPassword,Ops/Information,Information
Microsoft Event Log for XP/2000/2003 - BioPassword,Ops/Other,Other Operations
Microsoft Event Log for XP/2000/2003 - BioPassword,Ops/Warning,Warning
Microsoft Event Log for XP/2000/2003 - DFS,Audit/Configuration,Configuration
Microsoft Event Log for XP/2000/2003 - DFS,Audit/Startup and Shutdown,Startup and Shutdown
Microsoft Event Log for XP/2000/2003 - DFS,Ops/Error,Error
Microsoft Event Log for XP/2000/2003 - DFS,Ops/Information,Information
Microsoft Event Log for XP/2000/2003 - DFS,Ops/Other,Other Operations
Microsoft Event Log for XP/2000/2003 - DFS,Ops/Warning,Warning
Microsoft Event Log for XP/2000/2003 - Directory Service,Audit/Access Failure,Access Failure
Microsoft Event Log for XP/2000/2003 - Directory Service,Audit/Other Audit Success,Other Audit Success
Microsoft Event Log for XP/2000/2003 - Directory Service,Ops/Error,Error
Microsoft Event Log for XP/2000/2003 - Directory Service,Ops/Information,Information
Microsoft Event Log for XP/2000/2003 - Directory Service,Ops/Other,Other Operations
Microsoft Event Log for XP/2000/2003 - Directory Service,Ops/Warning,Warning
Microsoft Event Log for XP/2000/2003 - DNS,Audit/Access Failure,Access Failure
Microsoft Event Log for XP/2000/2003 - DNS,Audit/Access Success,Access Success
Microsoft Event Log for XP/2000/2003 - DNS,Audit/Configuration,Configuration
Microsoft Event Log for XP/2000/2003 - DNS,Audit/Other Audit Success,Other Audit Success
Microsoft Event Log for XP/2000/2003 - DNS,Audit/Startup and Shutdown,Startup and Shutdown
Microsoft Event Log for XP/2000/2003 - DNS,Ops/Critical,Critical
Microsoft Event Log for XP/2000/2003 - DNS,Ops/Error,Error
Microsoft Event Log for XP/2000/2003 - DNS,Ops/Information,Information
Microsoft Event Log for XP/2000/2003 - DNS,Ops/Warning,Warning
Microsoft Event Log for XP/2000/2003 - DotDefender,Audit/Configuration,Configuration
Microsoft Event Log for XP/2000/2003 - DotDefender,Audit/Policy,Policy
Microsoft Event Log for XP/2000/2003 - DotDefender,Ops/Information,Information
Microsoft Event Log for XP/2000/2003 - DotDefender,Ops/Network Allow,Network Allow
Microsoft Event Log for XP/2000/2003 - DotDefender,Ops/Network Deny,Network Deny
Microsoft Event Log for XP/2000/2003 - File Replication Service,Audit/Access Failure,Access Failure
Microsoft Event Log for XP/2000/2003 - File Replication Service,Audit/Other Audit Success,Other Audit Success
Microsoft Event Log for XP/2000/2003 - File Replication Service,Ops/Error,Error
Microsoft Event Log for XP/2000/2003 - File Replication Service,Ops/Information,Information
Microsoft Event Log for XP/2000/2003 - File Replication Service,Ops/Other,Other Operations
Microsoft Event Log for XP/2000/2003 - File Replication Service,Ops/Warning,Warning
Microsoft Event Log for XP/2000/2003 - HA,Audit/Authentication Failure,Authentication Failure
Microsoft Event Log for XP/2000/2003 - HA,Audit/Authentication Success,Authentication Success
Microsoft Event Log for XP/2000/2003 - HA,Ops/Error,Error
Microsoft Event Log for XP/2000/2003 - HA,Ops/Information,Information
Microsoft Event Log for XP/2000/2003 - HA,Ops/Warning,Warning
"Microsoft Event Log for XP/2000/2003 - Kaspersky ",Audit/Access Granted,Access Granted
"Microsoft Event Log for XP/2000/2003 - Kaspersky ",Audit/Access Revoked,Access Revoked
"Microsoft Event Log for XP/2000/2003 - Kaspersky ",Audit/Account Created,Account Created
"Microsoft Event Log for XP/2000/2003 - Kaspersky ",Audit/Other Audit Success,Other Audit Success
"Microsoft Event Log for XP/2000/2003 - Kaspersky ",Ops/Critical,Critical
"Microsoft Event Log for XP/2000/2003 - Kaspersky ",Ops/Error,Error
"Microsoft Event Log for XP/2000/2003 - Kaspersky ",Ops/Information,Information
"Microsoft Event Log for XP/2000/2003 - Kaspersky ",Ops/Warning,Warning
"Microsoft Event Log for XP/2000/2003 - Kaspersky ",Security/Malware,Malware
"Microsoft Event Log for XP/2000/2003 - Kaspersky ",Security/Suspicious,Suspicious
Microsoft Event Log for XP/2000/2003 - Micros POS,Audit/Access Success,Access Success
Microsoft Event Log for XP/2000/2003 - Micros POS,Audit/Authentication Failure,Authentication Failure
Microsoft Event Log for XP/2000/2003 - Micros POS,Audit/Authentication Success,Authentication Success
Microsoft Event Log for XP/2000/2003 - Micros POS,Audit/Other Audit Failure,Other Audit Failure
Microsoft Event Log for XP/2000/2003 - Micros POS,Audit/Other Audit Success,Other Audit Success
Microsoft Event Log for XP/2000/2003 - Micros POS,Ops/Error,Error
Microsoft Event Log for XP/2000/2003 - Micros POS,Ops/Information,Information
Microsoft Event Log for XP/2000/2003 - Micros POS,Ops/Warning,Warning
Microsoft Event Log for XP/2000/2003 - PatchLink,Ops/Error,Error
Microsoft Event Log for XP/2000/2003 - PatchLink,Ops/Information,Information
Microsoft Event Log for XP/2000/2003 - SafeWord 2008,Audit/Access Failure,Access Failure
Microsoft Event Log for XP/2000/2003 - SafeWord 2008,Audit/Access Success,Access Success
Microsoft Event Log for XP/2000/2003 - SafeWord 2008,Audit/Authentication Failure,Authentication Failure
Microsoft Event Log for XP/2000/2003 - SafeWord 2008,Audit/Authentication Success,Authentication Success
Microsoft Event Log for XP/2000/2003 - SafeWord 2008,Audit/Other,Other Audit
Microsoft Event Log for XP/2000/2003 - SafeWord 2008,Audit/Other Audit Success,Other Audit Success
Microsoft Event Log for XP/2000/2003 - SafeWord 2008,Audit/Startup and Shutdown,Startup and Shutdown
Microsoft Event Log for XP/2000/2003 - SafeWord 2008,Ops/Error,Error
Microsoft Event Log for XP/2000/2003 - SafeWord 2008,Ops/Information,Information
Microsoft Event Log for XP/2000/2003 - SCE,Audit/Access Granted,Access Granted
Microsoft Event Log for XP/2000/2003 - SCE,Audit/Access Success,Access Success
Microsoft Event Log for XP/2000/2003 - SCE,Audit/Authentication Success,Authentication Success
Microsoft Event Log for XP/2000/2003 - SCE,Audit/Configuration,Configuration
Microsoft Event Log for XP/2000/2003 - SCE,Audit/Other Audit Success,Other Audit Success
Microsoft Event Log for XP/2000/2003 - SCE,Audit/Startup and Shutdown,Startup and Shutdown
Microsoft Event Log for XP/2000/2003 - SCE,Ops/Error,Error
Microsoft Event Log for XP/2000/2003 - SCE,Ops/Information,Information
Microsoft Event Log for XP/2000/2003 - SCE,Ops/Network Traffic,Network Traffic
Microsoft Event Log for XP/2000/2003 - SCE,Ops/Other,Other Operations
Microsoft Event Log for XP/2000/2003 - SCE,Ops/Warning,Warning
Microsoft Event Log for XP/2000/2003 - Security,Audit/Access Failure,Access Failure
Microsoft Event Log for XP/2000/2003 - Security,Audit/Access Granted,Access Granted
Microsoft Event Log for XP/2000/2003 - Security,Audit/Access Revoked,Access Revoked
Microsoft Event Log for XP/2000/2003 - Security,Audit/Access Success,Access Success
Microsoft Event Log for XP/2000/2003 - Security,Audit/Account Created,Account Created
Microsoft Event Log for XP/2000/2003 - Security,Audit/Account Deleted,Account Deleted
Microsoft Event Log for XP/2000/2003 - Security,Audit/Account Modified,Account Modified
Microsoft Event Log for XP/2000/2003 - Security,Audit/Authentication Failure,Authentication Failure
Microsoft Event Log for XP/2000/2003 - Security,Audit/Authentication Success,Authentication Success
Microsoft Event Log for XP/2000/2003 - Security,Audit/Configuration,Configuration
Microsoft Event Log for XP/2000/2003 - Security,Audit/Other,Other Audit
Microsoft Event Log for XP/2000/2003 - Security,Audit/Other Audit Failure,Other Audit Failure
Microsoft Event Log for XP/2000/2003 - Security,Audit/Other Audit Success,Other Audit Success
Microsoft Event Log for XP/2000/2003 - Security,Audit/Policy,Policy
Microsoft Event Log for XP/2000/2003 - Security,Audit/Startup and Shutdown,Startup and Shutdown
Microsoft Event Log for XP/2000/2003 - Security,Ops/Error,Error
Microsoft Event Log for XP/2000/2003 - Security,Ops/Information,Information
Microsoft Event Log for XP/2000/2003 - Security,Ops/Warning,Warning
Microsoft Event Log for XP/2000/2003 - SMS 2003,Ops/Error,Error
Microsoft Event Log for XP/2000/2003 - SMS 2003,Ops/Information,Information
Microsoft Event Log for XP/2000/2003 - SMS 2003,Ops/Other,Other Operations
Microsoft Event Log for XP/2000/2003 - SMS 2003,Ops/Warning,Warning
Microsoft Event Log for XP/2000/2003 - System,Audit/Access Failure,Access Failure
Microsoft Event Log for XP/2000/2003 - System,Audit/Access Success,Access Success
Microsoft Event Log for XP/2000/2003 - System,Audit/Authentication Failure,Authentication Failure
Microsoft Event Log for XP/2000/2003 - System,Audit/Authentication Success,Authentication Success
Microsoft Event Log for XP/2000/2003 - System,Audit/Other Audit Success,Other Audit Success
Microsoft Event Log for XP/2000/2003 - System,Audit/Startup and Shutdown,Startup and Shutdown
Microsoft Event Log for XP/2000/2003 - System,Ops/Critical,Critical
Microsoft Event Log for XP/2000/2003 - System,Ops/Error,Error
Microsoft Event Log for XP/2000/2003 - System,Ops/Information,Information
Microsoft Event Log for XP/2000/2003 - System,Ops/Other,Other Operations
Microsoft Event Log for XP/2000/2003 - System,Ops/Warning,Warning
Microsoft Event Log for XP/2000/2003 - System,Security/Failed Malware,Failed Malware
Microsoft Event Log for XP/2000/2003 - System,Security/Malware,Malware
Microsoft Event Log for XP/2000/2003 - System,Security/Suspicious,Suspicious
Microsoft Event Log for XP/2000/2003 - Virtual Svr,Audit/Access Success,Access Success
Microsoft Event Log for XP/2000/2003 - Virtual Svr,Audit/Configuration,Configuration
Microsoft Event Log for XP/2000/2003 - Virtual Svr,Audit/Other Audit Success,Other Audit Success
Microsoft Event Log for XP/2000/2003 - Virtual Svr,Audit/Startup and Shutdown,Startup and Shutdown
Microsoft Event Log for XP/2000/2003 - Virtual Svr,Ops/Error,Error
Microsoft Event Log for XP/2000/2003 - Virtual Svr,Ops/Information,Information
Microsoft Event Log for XP/2000/2003 - Virtual Svr,Ops/Network Allow,Network Allow
Microsoft Event Log for XP/2000/2003 - Virtual Svr,Ops/Network Traffic,Network Traffic
MS Event Log for XP/2000/2003 - Application - Español,Audit/Access Failure,Access Failure
MS Event Log for XP/2000/2003 - Application - Español,Audit/Access Success,Access Success
MS Event Log for XP/2000/2003 - Application - Español,Audit/Authentication Failure,Authentication Failure
MS Event Log for XP/2000/2003 - Application - Español,Audit/Authentication Success,Authentication Success
MS Event Log for XP/2000/2003 - Application - Español,Audit/Configuration,Configuration
MS Event Log for XP/2000/2003 - Application - Español,Audit/Other Audit Failure,Other Audit Failure
MS Event Log for XP/2000/2003 - Application - Español,Audit/Other Audit Success,Other Audit Success
MS Event Log for XP/2000/2003 - Application - Español,Audit/Policy,Policy
MS Event Log for XP/2000/2003 - Application - Español,Audit/Startup and Shutdown,Startup and Shutdown
MS Event Log for XP/2000/2003 - Application - Español,Ops/Critical,Critical
MS Event Log for XP/2000/2003 - Application - Español,Ops/Error,Error
MS Event Log for XP/2000/2003 - Application - Español,Ops/Information,Information
MS Event Log for XP/2000/2003 - Application - Español,Ops/Warning,Warning
MS Event Log for XP/2000/2003 - Application - Español,Security/Malware,Malware
MS Event Log for XP/2000/2003 - EMC Celerra NAS,Audit/Access Failure,Access Failure
MS Event Log for XP/2000/2003 - EMC Celerra NAS,Audit/Access Success,Access Success
MS Event Log for XP/2000/2003 - EMC Celerra NAS,Audit/Authentication Failure,Authentication Failure
MS Event Log for XP/2000/2003 - EMC Celerra NAS,Audit/Authentication Success,Authentication Success
MS Event Log for XP/2000/2003 - EMC Celerra NAS,Audit/Configuration,Configuration
MS Event Log for XP/2000/2003 - EMC Celerra NAS,Audit/Other,Other Audit
MS Event Log for XP/2000/2003 - EMC Celerra NAS,Audit/Other Audit Success,Other Audit Success
MS Event Log for XP/2000/2003 - EMC Celerra NAS,Audit/Policy,Policy
MS Event Log for XP/2000/2003 - EMC Celerra NAS,Audit/Startup and Shutdown,Startup and Shutdown
MS Event Log for XP/2000/2003 - EMC Celerra NAS,Ops/Error,Error
MS Event Log for XP/2000/2003 - EMC Celerra NAS,Ops/Information,Information
MS Event Log for XP/2000/2003 - EMC Celerra NAS,Ops/Warning,Warning
MS Event Log for XP/2000/2003 - Security - Español,Audit/Access Failure,Access Failure
MS Event Log for XP/2000/2003 - Security - Español,Audit/Access Success,Access Success
MS Event Log for XP/2000/2003 - Security - Español,Audit/Authentication Failure,Authentication Failure
MS Event Log for XP/2000/2003 - Security - Español,Audit/Authentication Success,Authentication Success
MS Event Log for XP/2000/2003 - Security - Español,Audit/Configuration,Configuration
MS Event Log for XP/2000/2003 - Security - Español,Audit/Other Audit Success,Other Audit Success
MS Event Log for XP/2000/2003 - Security - Español,Audit/Policy,Policy
MS Event Log for XP/2000/2003 - Security - Español,Audit/Startup and Shutdown,Startup and Shutdown
MS Event Log for XP/2000/2003 - Security - Español,Ops/Error,Error
MS Event Log for XP/2000/2003 - Security - Español,Ops/Information,Information
MS Event Log for XP/2000/2003 - Security - Español,Ops/Warning,Warning
MS Event Log for XP/2000/2003 - System - Español,Audit/Authentication Failure,Authentication Failure
MS Event Log for XP/2000/2003 - System - Español,Audit/Other Audit Success,Other Audit Success
MS Event Log for XP/2000/2003 - System - Español,Audit/Startup and Shutdown,Startup and Shutdown
MS Event Log for XP/2000/2003 - System - Español,Ops/Error,Error
MS Event Log for XP/2000/2003 - System - Español,Ops/Information,Information
MS Event Log for XP/2000/2003 - System - Español,Ops/Other,Other Operations
MS Event Log for XP/2000/2003 - System - Español,Ops/Warning,Warning
MS Event Log for XP/2000/2003 - System - Español,Security/Vulnerability,Vulnerability
MS Windows Event Logging - ADFS Admin,Audit/Access Failure,Access Failure
MS Windows Event Logging - ADFS Admin,Audit/Access Granted,Access Granted
MS Windows Event Logging - ADFS Admin,Audit/Authentication Failure,Authentication Failure
MS Windows Event Logging - ADFS Admin,Audit/Authentication Success,Authentication Success
MS Windows Event Logging - ADFS Admin,Audit/Configuration,Configuration
MS Windows Event Logging - ADFS Admin,Audit/Other Audit Success,Other Audit Success
MS Windows Event Logging - ADFS Admin,Ops/Critical,Critical
MS Windows Event Logging - ADFS Admin,Ops/Error,Error
MS Windows Event Logging - ADFS Admin,Ops/Information,Information
MS Windows Event Logging - ADFS Admin,Ops/Warning,Warning
MS Windows Event Logging - Application,Audit/Access Failure,Access Failure
MS Windows Event Logging - Application,Audit/Access Revoked,Access Revoked
MS Windows Event Logging - Application,Audit/Access Success,Access Success
MS Windows Event Logging - Application,Audit/Account Created,Account Created
MS Windows Event Logging - Application,Audit/Account Modified,Account Modified
MS Windows Event Logging - Application,Audit/Authentication Failure,Authentication Failure
